account_id,user_id,account_type,currency,balance,daily_limit,monthly_limit,status,created_at,updated_at
b4eb49ae-818f-4c0e-ad74-8cc9af6be143,8f1802ce-f182-43f7-98cc-36c4d49112e0,Wallet,QAR,16169.76,25000,100000,active,2023-12-29 17:03:36,2024-08-29 02:53:56
2a120c6c-c1ef-4834-9147-268b657894c5,eab23ea2-f35d-476e-b841-d2dbf207b083,Wallet,SAR,10113.28,25000,100000,active,2026-01-21 14:54:10,2026-02-28 05:11:59
d6451c09-f6e1-4226-a06a-8ea810f9b196,eab23ea2-f35d-476e-b841-d2dbf207b083,Savings,SAR,23155.71,50000,100000,frozen,2026-01-21 14:54:10,2026-02-15 13:25:19
04454cbb-acac-43b0-8120-fcb4316c4939,179ee36b-f7d3-473a-b700-6f13b0446d28,Wallet,SAR,19017.85,50000,50000,active,2023-03-24 04:27:35,2026-02-26 05:30:31
2f31fa9b-dab3-492b-80ae-c1b68f0cf016,179ee36b-f7d3-473a-b700-6f13b0446d28,Savings,SAR,93318.57,50000,100000,active,2023-03-24 04:27:35,2024-07-06 20:28:02
768a77d2-953e-4cd4-a3c1-e89d53254cf8,33f7fa42-f36d-4059-bfb3-d3b9e90e5590,Wallet,EGP,7342.46,5000,100000,active,2026-01-03 06:04:42,2026-03-05 19:26:14
e6344b2c-0ef5-427d-85e8-51b07a84a877,33f7fa42-f36d-4059-bfb3-d3b9e90e5590,Savings,EGP,44089.72,10000,500000,active,2026-01-03 06:04:42,2026-02-08 23:52:34
0c6973c8-61f8-4b37-9cb2-551101b58b7a,ff4bc11c-48a8-4e84-9df1-b9bf3e5adbc1,Wallet,EGP,16955.8,5000,100000,active,2024-08-08 21:02:36,2025-11-10 22:01:45
f7ebddd5-f858-44e0-a197-e8dd13ef6172,7b4a6409-af3d-4503-b5a0-ed362a639635,Wallet,SAR,24452.13,5000,250000,active,2023-05-13 16:38:50,2025-01-31 21:55:16
1572865f-cbdd-4209-a171-5aedc64ff34f,252965d5-1185-4a68-a239-79fdb74e9c0f,Wallet,EGP,19709.47,25000,250000,active,2024-04-27 04:23:32,2025-12-13 05:27:18
3965a498-255f-4b5a-a8bb-a548235d0fe9,7dca77bd-ec61-43ee-ac91-ca87804e0acf,Wallet,AED,1635.36,50000,100000,active,2023-06-25 13:20:51,2024-11-13 03:58:39
3c4ec054-f08f-4dce-b9cb-89dad0e39a6e,948444cc-edb3-4d3b-93eb-f9283cfa3b72,Wallet,EGP,7553.65,50000,50000,active,2024-07-08 23:53:32,2025-04-13 06:47:48
c60abd85-f9f1-4d67-8345-2b4f11a00c93,9ed711af-de2b-4cae-9686-bd6b000fa67c,Wallet,EGP,3292.76,10000,250000,active,2026-01-03 06:01:55,2026-01-10 09:25:25
c44d36ef-2b90-467d-a7fc-089e2d563e7d,9ed711af-de2b-4cae-9686-bd6b000fa67c,Savings,EGP,92649.61,25000,500000,active,2026-01-03 06:01:55,2026-02-05 03:32:30
5a5984e3-eae1-44b9-8133-6e84fc730c4f,cab8cf99-7a2e-4372-adb7-8ae264fec597,Wallet,EGP,11086.75,25000,250000,active,2024-05-28 10:04:23,2025-01-03 00:32:06
fe3b8714-c8a0-4a4a-ab7c-d34c54b1eb3d,d2bff048-94cc-45e5-9fa1-ca8b89386d2c,Wallet,EGP,6964.87,25000,50000,active,2023-04-16 15:47:56,2025-11-30 11:25:36
47826ce6-c626-4957-a3e5-10297cc513a6,d2bff048-94cc-45e5-9fa1-ca8b89386d2c,Savings,EGP,24188.62,25000,100000,active,2023-04-16 15:47:56,2023-12-19 17:33:12
3883243e-41d1-4996-a94f-685a3749e877,0a079478-6143-43f1-9522-0f810bb23d2d,Wallet,AED,21604.71,10000,100000,active,2025-07-22 14:44:55,2025-09-04 02:45:21
49cd08b7-bd4d-4f44-9854-d930957d00cb,5ad6e36f-816a-4c1a-88df-38cb956ed9c2,Wallet,EGP,5793.72,25000,250000,active,2024-05-09 06:53:21,2025-06-10 04:52:54
492c9d1e-ca88-4b1c-947f-04129c2d0ae1,5ad6e36f-816a-4c1a-88df-38cb956ed9c2,Savings,EGP,96759.71,25000,100000,active,2024-05-09 06:53:21,2024-07-02 17:01:36
e9485a91-b330-49d8-a2bb-417d08e682d0,5c825c61-d8d4-4f42-af2b-be31e08c339a,Wallet,AED,1974.28,50000,250000,active,2024-08-04 17:18:24,2025-11-04 21:57:21
dbff2b3e-2878-4b70-84ff-d75bc39f8cf2,0cb72df8-3fc1-4a88-a8bd-e81e9a42bc66,Wallet,EGP,20067.03,50000,250000,active,2024-02-13 13:47:09,2024-04-27 01:46:16
130b74eb-bdc1-4a6f-adb9-df38076cbc04,fd03c381-3cb9-49e7-82b9-90f9deb8e35c,Wallet,EGP,18560.26,50000,50000,active,2023-12-17 00:30:13,2025-02-08 10:53:26
45bcea5c-4b2b-4616-87b4-464d5e5481db,fd03c381-3cb9-49e7-82b9-90f9deb8e35c,Savings,EGP,69458.47,50000,100000,active,2023-12-17 00:30:13,2025-04-20 00:31:45
c155393a-1b71-4be5-98eb-e83ed73f2913,784e489b-f1ce-4767-bbf0-0b6d0ca6e226,Wallet,AED,345.66,10000,250000,active,2024-01-13 09:51:33,2024-06-28 17:50:05
347a7877-4d13-4968-9208-bffdf9a79d20,784e489b-f1ce-4767-bbf0-0b6d0ca6e226,Savings,AED,19607.53,10000,100000,active,2024-01-13 09:51:33,2025-04-07 10:55:19
49545792-71d3-4e58-99c4-205384e52e32,cd1e2ab9-ecbe-43e1-a233-df51d31ec94c,Wallet,SAR,9784.4,5000,250000,active,2024-11-14 21:30:13,2024-12-12 02:00:46
7c7d543b-bbb3-4a42-a9ea-051b9a54d9c1,09daed4c-da09-4309-a836-38904c6211de,Wallet,EGP,10070.7,25000,250000,active,2025-04-09 05:11:55,2025-08-21 00:38:50
c7dcf2a0-bba9-4939-b7ca-22fcfb86b710,09daed4c-da09-4309-a836-38904c6211de,Savings,EGP,62300.34,10000,250000,active,2025-04-09 05:11:55,2025-09-06 01:51:00
9b6e7510-6bc5-456c-a073-c79feb638302,5665ed2c-69aa-4768-957b-27cfe9a3d9c8,Wallet,AED,23427.21,25000,50000,active,2024-03-22 13:02:32,2024-06-04 23:07:29
05c8bcc6-4318-4de5-93c9-c54c53a07f2c,5665ed2c-69aa-4768-957b-27cfe9a3d9c8,Savings,AED,21353.42,10000,100000,active,2024-03-22 13:02:32,2025-03-28 06:12:15
0ba7df94-01ea-46cb-84b8-7395b04881d2,d910ea07-edcd-4120-bef2-1dee520be547,Wallet,SAR,4336.0,5000,50000,active,2024-11-30 01:53:35,2025-12-04 21:09:39
42a97982-dd6b-4533-8f4c-c34eb0b88a3d,c6a70cad-2481-4ba2-85d1-31d913f587ce,Wallet,SAR,17450.01,25000,100000,active,2025-07-11 17:07:26,2025-09-23 17:27:52
92ddf892-9595-48be-8114-7ee41a76f76f,2e5ce170-87e7-456c-9518-6d7254dd85d6,Wallet,SAR,6206.9,25000,50000,active,2023-08-12 21:02:21,2024-05-31 20:18:07
2b03c821-11d9-48bc-bb8e-9c08ae5070d3,60bca671-5595-453e-991c-f7aaa5e9f247,Wallet,AED,19327.3,10000,250000,active,2025-03-22 08:54:49,2025-05-11 20:59:55
7ded3cd9-2129-4665-bc58-9520be5da9dc,550931d4-75f4-48af-9ad8-b542d2c5dcff,Wallet,EGP,12004.44,25000,100000,active,2024-03-29 06:23:02,2024-10-15 22:19:06
03293500-acf6-41b3-90f2-f27dba953c36,85f49eb7-9508-4ee0-a362-fc7ac5c5a356,Wallet,EGP,12188.91,25000,100000,active,2023-11-08 16:40:02,2024-11-27 21:27:32
d38fcb79-5969-4cd3-a4ea-2ac9b2cad26c,61e25ef8-252d-475f-bf95-78f6a5a3d831,Wallet,EGP,21949.2,50000,100000,active,2023-09-04 00:19:30,2023-11-19 10:48:38
9d9dba36-2ce9-4367-8a1e-9e3d0592e6df,909bea60-b9fa-47b6-b37a-661fa155587d,Wallet,QAR,2805.06,25000,250000,active,2024-05-05 15:13:41,2024-06-08 09:05:53
8791092f-4f77-456e-b5e0-5f4a974834c4,909bea60-b9fa-47b6-b37a-661fa155587d,Savings,QAR,83846.06,25000,500000,active,2024-05-05 15:13:41,2025-10-10 22:13:11
cc5ba298-dfce-42fc-9546-14be9bdc01ca,0d1bcf09-8ef6-47c9-8bc8-9366e5e67c41,Wallet,EGP,8623.22,25000,50000,active,2025-05-23 21:31:43,2026-02-11 22:17:36
beb690be-fbf4-47df-a782-954297bc398f,c4d1bb8a-dafd-4e20-903b-45960a79456f,Wallet,EGP,7653.71,25000,250000,active,2023-07-24 12:15:41,2025-06-01 09:07:46
5550d017-0f7d-4725-92f0-e9c28d26a182,ae20df6a-33df-4912-88df-052a28c8cf26,Wallet,SAR,10927.19,5000,50000,active,2025-01-18 07:18:22,2025-02-16 16:34:26
8f4c61d5-a75a-4425-889c-0dff3931f195,c583871b-ecdf-4ec9-9782-89d61a21b218,Wallet,EGP,7542.95,10000,250000,active,2024-06-05 02:32:31,2025-12-30 19:08:01
e6ee664b-ad79-4c5b-b7cb-a7518da3d598,c583871b-ecdf-4ec9-9782-89d61a21b218,Savings,EGP,67909.88,50000,500000,active,2024-06-05 02:32:31,2025-12-11 08:38:12
5dc4429c-021f-468b-94f3-f269db901034,c2d960e5-56b3-4d8a-9962-9751b5162306,Wallet,AED,23132.88,50000,100000,active,2024-05-22 02:09:21,2025-11-12 16:37:20
1b059b5c-d761-48c4-82a1-e633dd4f39d0,53976d12-d1bf-4f54-8f30-d0831b4bf01a,Wallet,EGP,14320.74,5000,100000,active,2024-07-15 23:37:39,2026-02-08 11:09:39
e4151539-3cd7-433a-ba56-dc97e1c8ba64,53976d12-d1bf-4f54-8f30-d0831b4bf01a,Savings,EGP,23021.7,50000,250000,active,2024-07-15 23:37:39,2025-12-05 12:44:40
eb4021e6-4c78-4d3b-b646-85cd7d8bb0bd,5604ea9a-516f-4c0d-bc4a-ab107570a9af,Wallet,QAR,233.86,25000,50000,active,2024-12-05 14:15:54,2025-08-17 20:47:52
03e30d32-0f8b-46fd-8eaf-3744175d79a1,5604ea9a-516f-4c0d-bc4a-ab107570a9af,Savings,QAR,67362.19,10000,500000,active,2024-12-05 14:15:54,2025-09-18 14:30:25
d3176fb6-e58b-4169-91d1-5d0afea44579,ec394e67-ba9c-4f97-a28e-90702ae4e804,Wallet,SAR,9576.01,10000,100000,active,2025-01-11 20:47:00,2026-01-12 14:35:18
df24dd2e-7724-4609-83bb-e127ffcdece4,a8dff8c1-a264-49e6-978d-c9e7e7ad693e,Wallet,AED,22253.79,5000,100000,active,2025-10-27 09:37:53,2026-02-26 20:14:44
f893df31-e7cb-4fc9-9c07-a45ccd92222b,a8dff8c1-a264-49e6-978d-c9e7e7ad693e,Savings,AED,79986.02,10000,100000,active,2025-10-27 09:37:53,2026-01-23 11:41:55
e0b4ab90-2e1a-4601-be45-01c47f1ed857,c82ca392-591d-4906-b3a7-d66ffd94c84c,Wallet,QAR,17822.76,25000,250000,active,2025-02-16 09:13:40,2025-10-03 12:10:49
46b1d2f0-c504-474c-ae52-63057336f5e1,e6a9aade-6823-4758-8065-d0bdf072cba8,Wallet,EGP,23600.36,25000,100000,active,2024-05-27 07:14:44,2026-02-09 04:54:25
0ff877c4-db52-4a86-ac79-4dc81b43e168,e6a9aade-6823-4758-8065-d0bdf072cba8,Savings,EGP,88488.03,50000,250000,active,2024-05-27 07:14:44,2025-07-21 03:26:37
f65c751d-a9bc-4f31-b299-fe19ba246bf0,54714b96-cc2f-413c-b486-8eca6ad5d7ff,Wallet,SAR,255.89,5000,250000,active,2023-10-01 00:25:43,2024-05-21 22:42:50
6a338088-4f21-4972-a03a-13625de24e62,5d046d5c-8da1-4270-ae19-2aa8158c6f20,Wallet,SAR,2246.95,10000,250000,active,2025-06-20 06:01:12,2025-09-18 20:10:28
a02ab9bf-9b5b-4a82-9619-a855ea6ea185,dde2cf41-cc0d-41a9-9f3d-740099397dd9,Wallet,QAR,13792.77,5000,100000,active,2023-05-06 12:31:23,2025-05-26 12:52:23
f9e5825d-d675-40b7-9b62-17612ab17a54,46fe8991-bde7-47eb-b40d-8eabbca26f0c,Wallet,AED,20685.65,10000,50000,active,2024-02-10 05:33:19,2025-01-29 02:02:31
a7f07e63-2271-416e-841a-d13aad917b31,04f01485-f92a-4096-bd74-f21cc23e01ee,Wallet,EGP,2816.92,10000,50000,active,2024-08-08 19:16:37,2026-03-03 22:55:21
b6faacc8-683d-4165-ba8c-47caa4ac124b,04f01485-f92a-4096-bd74-f21cc23e01ee,Savings,EGP,88738.31,25000,100000,active,2024-08-08 19:16:37,2026-01-21 21:24:00
b9f30eaf-1f3c-431d-a76e-9b327260d5b3,e5bb2e75-7cc5-455c-b5f1-beccdb9e32af,Wallet,AED,23222.52,25000,50000,active,2023-08-27 11:30:20,2025-02-14 19:52:00
5247846c-60a4-4233-b5e3-4cd87acd1f4e,8de92119-cd14-4235-9e16-343b1f226157,Wallet,AED,9541.16,5000,100000,active,2024-09-22 02:56:44,2026-01-13 18:43:15
3733d151-8c56-41f7-9284-d0c884006aa2,8de92119-cd14-4235-9e16-343b1f226157,Savings,AED,2380.7,50000,250000,active,2024-09-22 02:56:44,2024-10-26 00:08:26
85084d26-240b-4e74-b5e7-b9f9efbc654f,b0d4a861-16e8-434e-b6ca-296d2f7969e5,Wallet,SAR,343.45,10000,50000,active,2025-10-09 16:07:34,2025-12-02 15:33:29
3e1e4056-d101-4df0-a088-54e1afd14181,b0d4a861-16e8-434e-b6ca-296d2f7969e5,Savings,SAR,57308.45,25000,250000,active,2025-10-09 16:07:34,2025-11-09 05:03:14
f830a12e-e948-4700-92e8-1174c98e16dc,6a08917c-ee43-4130-bcdf-25ed2b9c9fb4,Wallet,EGP,8236.55,5000,100000,active,2024-11-18 02:53:35,2024-11-25 08:04:10
c9d88040-fe2f-49a1-9d80-85b01cf4faee,e05d2bdf-fc10-4de0-9274-e87d403b12ad,Wallet,AED,15848.83,25000,250000,active,2025-09-05 18:09:26,2025-10-19 02:05:43
f6f11057-a9cc-4050-81d7-4fedd6f48b47,3c3b93a8-5698-49a4-a2e9-661f8015bbae,Wallet,SAR,21036.55,50000,100000,active,2025-07-20 20:14:04,2025-07-26 12:12:30
7ea0ea46-079d-44ee-bcba-134a2253c6a5,525e129f-ad13-4065-9b80-a2c25375c86d,Wallet,AED,16454.96,25000,100000,active,2023-10-16 02:37:29,2026-02-25 19:44:05
4a2212ec-eb11-47b0-b743-e13e977b6c74,525e129f-ad13-4065-9b80-a2c25375c86d,Savings,AED,76831.02,50000,500000,active,2023-10-16 02:37:29,2026-02-05 22:39:05
8885893a-c0fe-4ea9-87d8-9bed3966c010,380c5b3c-4785-4eec-b3ab-4f7a2e024124,Wallet,AED,5319.3,5000,250000,active,2024-05-05 09:53:01,2024-12-10 05:51:34
b0ac7fa0-4f7d-404e-837a-7852f09ff63b,380c5b3c-4785-4eec-b3ab-4f7a2e024124,Savings,AED,19573.63,25000,100000,active,2024-05-05 09:53:01,2025-02-06 10:50:33
141e1167-2857-4b35-80e3-13154f555f42,0863ae79-4937-4099-a26d-e57d50c6f918,Wallet,EGP,21957.28,10000,100000,active,2024-02-15 06:40:39,2025-04-27 22:40:30
6f9b7170-554c-4bd0-9af7-823eace8b8b3,0863ae79-4937-4099-a26d-e57d50c6f918,Savings,EGP,1746.25,50000,100000,active,2024-02-15 06:40:39,2024-07-18 21:10:53
64f4cea7-13d7-4717-80c6-0c56301ebc34,0c0596e7-06a7-41ef-99f3-ec020dae02b1,Wallet,SAR,11792.59,10000,250000,active,2024-11-15 13:02:26,2025-09-25 18:02:52
2f8f45e3-43a3-4208-9b95-8957f2bc3d43,b4fb38a6-3af8-484e-af88-27fcf7b4c2b6,Wallet,KWD,17657.58,10000,100000,active,2023-07-24 14:52:28,2024-01-13 20:36:39
ed647fc8-1dd0-46ba-96df-ef262afdc453,93f9ee11-0080-4afd-a135-5cfdfabdd0b0,Wallet,AED,7520.86,25000,50000,active,2024-03-10 17:53:44,2024-12-16 02:21:45
868d5dbe-1a9d-4025-b922-e945b2f4603c,596bdafd-3c85-4c4f-bcac-ed9b71a50701,Wallet,EGP,9895.48,50000,100000,active,2024-04-10 08:20:29,2024-12-30 12:49:59
49f125de-4b5e-4216-89f0-64f31574322b,5917b2a9-af1e-42c6-997d-2eb44a0040d4,Wallet,EGP,9311.42,5000,50000,active,2024-05-09 09:43:51,2024-08-04 15:54:48
7819215c-c20f-4adf-87cd-eccdbfd84310,8933ee94-1558-4826-aff7-9408e86a297e,Wallet,SAR,24676.82,25000,250000,active,2025-08-13 18:03:37,2025-11-08 15:58:52
052e621e-9d3c-4cd3-9931-f9e0692a8061,8933ee94-1558-4826-aff7-9408e86a297e,Savings,SAR,40671.2,50000,500000,active,2025-08-13 18:03:37,2025-09-05 18:31:12
82a2f19f-1eb0-4930-9259-a690c9334930,2e5bbb64-29dc-46c2-9e8d-dddf3676700c,Wallet,EGP,12472.85,10000,50000,active,2024-10-08 22:05:01,2025-09-10 10:09:19
3a54aa39-445a-4d82-b4b8-8a8c58aa7940,55c9f6a3-72c1-4993-8f5f-d52d251a4b8c,Wallet,AED,6472.69,50000,50000,active,2025-09-19 01:53:57,2026-02-13 19:05:00
5894bfc7-e1bd-46fe-a1f7-d3404664cae5,51b0941b-8333-46c7-a212-ba6db8ce18be,Wallet,SAR,13652.65,5000,100000,active,2024-01-01 23:37:42,2024-03-16 12:30:50
dbe64d9e-3813-4362-9d7f-a007f7e9a95f,9c7f84db-3141-4ee9-9ec7-ddd29e151ed0,Wallet,EGP,16032.24,25000,50000,active,2024-12-06 23:04:25,2025-12-10 02:03:17
115e1617-bcfe-4ee2-8f54-d24b317147d6,9c7f84db-3141-4ee9-9ec7-ddd29e151ed0,Savings,EGP,64706.82,25000,500000,frozen,2024-12-06 23:04:25,2025-03-12 02:26:41
d3f52868-bc80-4169-b8c2-95d81517efe8,43990b65-8278-48dc-9dd5-96b663138ed1,Wallet,AED,23792.93,25000,50000,active,2023-11-16 11:07:15,2024-06-25 02:42:28
21c23177-15d8-4d59-b4df-9334246d01ea,43990b65-8278-48dc-9dd5-96b663138ed1,Savings,AED,18613.06,25000,250000,active,2023-11-16 11:07:15,2024-08-21 05:08:12
d788a9ec-0b8c-430e-a0ec-d7494cc196b1,8386d830-ae19-4d5a-a39d-c1e87892b966,Wallet,SAR,13160.03,25000,50000,active,2024-09-02 18:37:50,2026-01-14 18:44:21
1b74ad41-ea8e-42ae-b20b-e75cb7668d31,96d0440e-5e47-4969-943a-6eaa9ec5969d,Wallet,KWD,18858.48,5000,250000,active,2025-02-03 14:13:46,2025-02-07 18:50:01
31360c6a-4a5d-4299-9e83-94cc8e35e13a,029a070b-4781-4288-8bcf-cf0f41849ed6,Wallet,SAR,11203.53,10000,50000,active,2024-12-20 21:23:06,2025-08-06 00:19:21
a496bb8b-04a5-42bb-b543-920c62ff5214,39a367a7-1619-423f-86cc-3d53a0a2edc6,Wallet,SAR,19861.44,50000,50000,active,2025-05-30 22:04:23,2026-02-05 12:51:16
2f91b161-41f2-4d3b-8411-eeea3d4fb1c8,39a367a7-1619-423f-86cc-3d53a0a2edc6,Savings,SAR,72946.25,25000,250000,active,2025-05-30 22:04:23,2025-06-24 09:50:12
8f08ddb1-0701-4b62-a221-5214af414805,d8fca2de-7a18-4145-88a6-e660efc58c7e,Wallet,AED,1231.66,10000,250000,active,2024-09-06 23:48:53,2025-04-06 07:10:38
d64559c2-b20c-46c6-b23c-b811758dfeff,40dc1b36-06c8-4bc1-a9d7-8c9767e0b411,Wallet,QAR,7123.04,50000,50000,active,2025-05-18 08:02:50,2025-06-16 05:49:11
1dd785ef-18ae-4e23-befe-ccad139a5ee0,09a02265-aa8a-437e-a69f-f2b95561bfc9,Wallet,EGP,20799.06,50000,250000,active,2024-09-30 08:50:25,2024-10-05 14:28:08
161bc604-bba8-499a-849e-8c26c4381c49,09a02265-aa8a-437e-a69f-f2b95561bfc9,Savings,EGP,92846.16,25000,100000,active,2024-09-30 08:50:25,2025-09-03 10:28:58
dedcfab1-652c-46e5-a6f7-cd6789b34d94,19fde24b-e7dd-476f-ac33-1ea120df2968,Wallet,EGP,24282.32,10000,250000,active,2026-02-13 05:27:01,2026-02-19 21:00:56
96bd0474-5e3e-4ecd-b5b2-ffde20084c03,19fde24b-e7dd-476f-ac33-1ea120df2968,Savings,EGP,69763.92,10000,100000,active,2026-02-13 05:27:01,2026-02-17 13:22:24
fa609108-18c1-4628-b252-cd6550f4b595,2d183a01-d058-4983-9e51-8e65cf275fa7,Wallet,AED,6367.11,5000,100000,active,2025-12-05 22:34:11,2026-02-10 18:16:31
4163abf6-b398-4b44-b292-48a83f0edcea,b15e5c0f-3574-411b-b034-dcf3a86a5a7e,Wallet,SAR,1416.35,10000,250000,active,2025-04-22 22:51:42,2025-11-12 08:06:16
5e0d0b1a-9459-4cb5-958d-669cedabc07b,4465cf90-cf65-4438-87c8-375e184cff08,Wallet,EGP,24848.63,10000,100000,active,2023-07-24 02:13:49,2024-05-18 07:57:05
f82feebb-88ae-4d15-b81b-84a6afde7f35,cee9a9f9-ebaf-4088-8393-a68119a58694,Wallet,EGP,890.47,5000,100000,active,2024-09-20 08:21:07,2024-11-06 13:25:54
2970085b-9044-4e9b-a734-ae4efab74f32,023c89b0-c430-4ee6-9910-d8ae8fc7e9ea,Wallet,EGP,20599.7,10000,100000,active,2025-07-13 03:14:11,2025-10-29 15:11:22
0f92166f-8baf-4391-93a2-0ec0a108020d,38120f52-844a-42b2-b801-d61a83d75d43,Wallet,KWD,21332.44,5000,100000,active,2024-04-02 00:23:51,2025-04-12 06:52:21
412e222c-3f1c-4508-9053-ed9d37e5debb,38120f52-844a-42b2-b801-d61a83d75d43,Savings,KWD,40798.92,25000,500000,active,2024-04-02 00:23:51,2024-10-22 22:56:54
ece0fddc-1c87-43ad-b17d-410f0479e75d,d2a10b72-2a2b-4821-81ce-8a7beae44596,Wallet,SAR,8824.43,50000,250000,active,2023-04-22 18:59:41,2023-08-01 13:45:32
743f506c-cdc5-42b0-a5b3-7ab4de0ffed8,ba58e1c9-e221-4fb7-986d-c9e0f463c97e,Wallet,QAR,7190.24,50000,50000,active,2025-02-28 04:48:47,2025-09-15 03:11:05
d335a611-9205-4612-83a1-13ab8dd9c56d,8a8a961c-ef85-4f91-b952-d84d5272fce9,Wallet,QAR,4228.66,10000,100000,active,2023-05-27 07:51:23,2025-12-13 22:07:32
db99f352-1c11-477a-a582-8a445dd68e6a,8dc9cc94-7dc6-42e1-ae0e-25e14c3e254b,Wallet,SAR,18205.32,10000,50000,active,2023-07-27 14:25:40,2024-12-21 02:07:21
98c32f37-2f1d-466c-9ef6-a8ff9b65cd60,b84c8c95-53e5-49aa-81aa-7774b009e507,Wallet,SAR,17739.13,5000,250000,active,2024-04-23 13:25:07,2025-06-21 21:59:05
5aea6824-66b7-4462-9610-6096c1d29dfe,3e2ced41-079a-46eb-9ce5-13fe0548842c,Wallet,EGP,7306.8,50000,100000,active,2025-11-01 21:17:04,2026-02-04 13:54:11
1f5b5b32-444f-41bd-b267-310a0ae082b7,9fe716fd-39d9-42ec-ae49-c487f4cbe972,Wallet,SAR,9777.73,5000,100000,active,2023-10-27 02:03:53,2024-02-05 16:53:14
a29b5eaf-fd10-4a53-afc7-f9e8c61c2150,bab6b04d-4f6f-499e-8c1a-21a59330f95c,Wallet,EGP,16745.2,10000,50000,active,2026-01-19 10:28:39,2026-02-16 00:34:06
545e3307-e006-4cce-8db2-7f4ecfa224cc,da515910-f17d-4bcc-a887-0b977dbd9489,Wallet,KWD,18532.52,10000,50000,active,2023-12-31 02:06:35,2026-02-01 01:02:57
61041e29-6a24-4349-a2b6-3d2e901b3b90,fdfe0663-da70-47cb-b017-c8c402797087,Wallet,SAR,15147.4,5000,100000,active,2025-06-14 21:34:19,2025-10-09 08:38:59
e15007ef-9a90-4b0d-9585-a7194c74e44b,fdfe0663-da70-47cb-b017-c8c402797087,Savings,SAR,42840.2,50000,100000,active,2025-06-14 21:34:19,2025-11-17 16:40:18
004ae6ee-deee-46b8-b23c-3e758d3a131f,7d88d8c1-1e7b-45c5-b80e-8dbd7efd9d00,Wallet,QAR,16120.16,25000,50000,active,2023-09-15 00:57:01,2025-06-02 05:06:04
