device_id,user_id,device_type,device_model,os_version,app_version,device_fingerprint,is_trusted,first_seen_at,last_seen_at,created_at
da4d7c07-f1aa-46e0-baa7-91ea5eec8fa5,ed21e22d-781e-4e4c-a5cd-a100200fea88,android,Samsung Galaxy S22,Android 11,1.2.20,ed4618e68b9a1448bfe9a230,True,2026-01-10 05:45:40,2026-02-13 20:33:21,2026-01-10 05:45:40
707bc641-9a23-4ac6-82a3-9100fa59f730,8f1802ce-f182-43f7-98cc-36c4d49112e0,android,Samsung Galaxy S22,Android 13,4.9.8,faca0615f2047f2460096e87,True,2025-05-09 20:11:08,2025-06-15 06:02:30,2025-05-09 20:11:08
84dc2309-a7a6-4c5a-92f1-15acabde688c,8f1802ce-f182-43f7-98cc-36c4d49112e0,ios,iPhone SE,iOS 14.3,1.9.13,bcace3cda5c9efc2d903e452,True,2025-09-28 19:01:03,2025-10-16 05:38:51,2025-09-28 19:01:03
06dce028-d440-440e-be39-9317cd2d9f5c,eab23ea2-f35d-476e-b841-d2dbf207b083,android,Huawei P40,Android 13,1.6.11,f6c57568d55375b490baff38,True,2026-01-22 15:38:28,2026-02-28 02:49:42,2026-01-22 15:38:28
8588362c-e44f-4167-8830-55ccf1c34298,eab23ea2-f35d-476e-b841-d2dbf207b083,ios,iPhone 12,iOS 15.5,5.7.16,966b045e861c26c513e99c97,True,2026-02-06 13:38:22,2026-02-21 22:57:31,2026-02-06 13:38:22
7b196440-5139-480f-9973-fac20244390f,179ee36b-f7d3-473a-b700-6f13b0446d28,android,Huawei P40,Android 12,5.5.4,c69366cd2d58db1ed16fc43d,True,2024-11-14 00:31:54,2025-12-31 04:23:48,2024-11-14 00:31:54
8e87e63e-0ef1-4f1a-872d-06e84954c77a,179ee36b-f7d3-473a-b700-6f13b0446d28,android,Xiaomi Mi 11,Android 12,4.3.12,8d39b3ed599cc072f9348840,True,2026-01-13 13:44:13,2026-03-06 16:44:15,2026-01-13 13:44:13
cc9ddfa8-4be7-40d8-a80c-04cbe02d6b49,33f7fa42-f36d-4059-bfb3-d3b9e90e5590,ios,iPhone 13,iOS 17.4,4.5.4,909957eda667b9bc88e91d1a,True,2026-03-05 14:53:45,2026-03-09 09:19:33,2026-03-05 14:53:45
640139df-4479-4ef7-be6e-e48a0fbd16d3,ff4bc11c-48a8-4e84-9df1-b9bf3e5adbc1,web,Safari,Safari 17.0,4.8.17,4f27e55fc828c7569d5cb310,True,2026-02-05 06:57:01,2026-03-08 12:23:30,2026-02-05 06:57:01
ac6ccd20-0bc2-4462-bd29-b92b29f67aa8,7b4a6409-af3d-4503-b5a0-ed362a639635,ios,iPhone 13,iOS 14.5,4.6.8,9b315c2b9e1747fa0710cd29,True,2024-06-11 16:59:12,2025-09-15 10:15:30,2024-06-11 16:59:12
654d3cb9-7843-41a6-8ae2-782dd5cfd78d,252965d5-1185-4a68-a239-79fdb74e9c0f,android,Samsung Galaxy S22,Android 14,4.6.19,c7553368bd33ebb4b53c4fe2,True,2025-09-24 08:04:08,2025-10-05 23:03:36,2025-09-24 08:04:08
cbb2f589-f047-41dd-abba-cadc57219247,252965d5-1185-4a68-a239-79fdb74e9c0f,android,Xiaomi Mi 11,Android 11,3.1.8,9170fb5ffc0620d8d664273a,True,2025-05-14 20:37:03,2025-10-06 23:34:06,2025-05-14 20:37:03
1ef24f41-5315-4576-968b-21177276f3e1,252965d5-1185-4a68-a239-79fdb74e9c0f,android,Samsung Galaxy S21,Android 12,3.0.1,1bac1531c94f29729fd3df28,True,2024-10-07 00:54:19,2025-07-06 22:25:23,2024-10-07 00:54:19
f32bb278-3d40-45b8-92ac-72c1ff729a44,7dca77bd-ec61-43ee-ac91-ca87804e0acf,android,OnePlus 9,Android 14,2.8.16,5731be237a6ee7c8c67e3c92,True,2024-02-22 19:43:59,2025-06-23 07:40:33,2024-02-22 19:43:59
01878b1c-e21f-4a46-a3be-ba2664dd284a,948444cc-edb3-4d3b-93eb-f9283cfa3b72,ios,iPhone 15,iOS 17.3,5.1.20,3e6cb96f89ba9da2cfb3c263,True,2024-07-22 02:54:47,2025-02-01 01:07:09,2024-07-22 02:54:47
e6dca06c-f277-4cb1-977a-9585464dc672,948444cc-edb3-4d3b-93eb-f9283cfa3b72,ios,iPhone 14,iOS 15.2,4.3.9,9f1579341b2e914fcc0f5ce5,True,2025-08-01 07:59:02,2026-01-13 00:11:33,2025-08-01 07:59:02
46accdc6-1d32-4bd3-800c-705f967e26d0,9ed711af-de2b-4cae-9686-bd6b000fa67c,android,Samsung Galaxy S22,Android 14,3.7.17,da06f75eae34bc6e8a3bda1e,True,2026-01-31 18:35:56,2026-02-10 23:10:10,2026-01-31 18:35:56
b0f2769d-a2f8-4db0-99c2-20562280be1f,9ed711af-de2b-4cae-9686-bd6b000fa67c,android,Huawei P40,Android 13,4.4.7,3a6f5356652e3f94b3328d79,True,2026-02-12 11:52:47,2026-03-03 04:37:28,2026-02-12 11:52:47
b720417b-f8b0-449a-aad0-623a09f3fad9,cab8cf99-7a2e-4372-adb7-8ae264fec597,android,Samsung Galaxy S22,Android 13,3.4.11,30762decce28bf010ffcb145,True,2026-03-08 07:50:49,2026-03-08 21:40:59,2026-03-08 07:50:49
098d15a8-2936-4a3b-828a-0f77955ac177,cab8cf99-7a2e-4372-adb7-8ae264fec597,web,Safari,Safari 17.4,2.5.16,eb5ada17aa0d6f057d53f167,False,2024-09-16 19:51:54,2025-12-14 17:05:39,2024-09-16 19:51:54
8f6fb58f-00cc-4977-8523-09473cd840ba,d2bff048-94cc-45e5-9fa1-ca8b89386d2c,android,OnePlus 9,Android 14,2.4.17,dc467095649775ca467adcc9,True,2025-03-24 04:48:52,2025-10-25 11:58:19,2025-03-24 04:48:52
20e1c479-8fd2-4ac6-8dc2-3d64fb8aa0dc,0a079478-6143-43f1-9522-0f810bb23d2d,ios,iPhone 13,iOS 17.5,2.3.9,e09d7da4233f4c07c1dcde4d,True,2025-08-25 03:47:41,2026-01-21 10:49:43,2025-08-25 03:47:41
5e1c46e6-30c1-40f3-8655-c9b6984ca6f0,0a079478-6143-43f1-9522-0f810bb23d2d,web,Firefox,Firefox 123,4.4.0,6072a279704115d0dc0f29db,True,2025-08-15 15:16:26,2026-03-03 16:54:39,2025-08-15 15:16:26
b1434003-5db6-4787-b9d3-624b6bf98b8e,0a079478-6143-43f1-9522-0f810bb23d2d,android,Samsung Galaxy S21,Android 14,2.5.20,d11d94fb5f2d4523cf7dbd40,True,2025-08-02 21:04:12,2026-03-01 20:43:36,2025-08-02 21:04:12
3b04e7ba-f21c-4abc-b3b7-822665e1492b,5ad6e36f-816a-4c1a-88df-38cb956ed9c2,web,Firefox,Firefox 110,2.6.3,a36d455b7a3b09304ce4aad1,False,2025-10-02 14:35:39,2026-02-01 23:55:30,2025-10-02 14:35:39
a4d6eeae-1eca-48cf-87e1-fec8eb3d62e9,5c825c61-d8d4-4f42-af2b-be31e08c339a,android,Huawei P40,Android 14,3.7.7,2b8e37e5d7836f8c58383e90,True,2025-09-13 01:03:43,2026-02-09 21:02:49,2025-09-13 01:03:43
8af62a5b-b5df-45f6-9d82-86cad2cd0774,5c825c61-d8d4-4f42-af2b-be31e08c339a,android,Samsung Galaxy S22,Android 12,3.3.3,3e9ddc8bc1624fa4b8e8629c,True,2025-03-16 18:39:23,2025-07-18 08:54:47,2025-03-16 18:39:23
94169ceb-111c-4244-af2d-023309b59785,0cb72df8-3fc1-4a88-a8bd-e81e9a42bc66,ios,iPhone 14,iOS 15.0,5.7.15,1f68fc51ecf2654de97714b9,True,2024-10-04 05:56:59,2025-02-11 20:28:54,2024-10-04 05:56:59
be013c50-3037-49c4-96b4-1f3dfce020d5,0cb72df8-3fc1-4a88-a8bd-e81e9a42bc66,android,Samsung Galaxy S22,Android 11,3.3.2,c6224d5429877eff466aca5c,False,2024-07-04 14:43:29,2024-07-12 09:50:48,2024-07-04 14:43:29
42f96364-a7a7-480a-b4a2-1a14831192ca,fd03c381-3cb9-49e7-82b9-90f9deb8e35c,android,Xiaomi Mi 11,Android 11,5.2.19,9765fc981c3c0a1af304b4ec,False,2025-02-23 05:30:29,2025-03-14 13:19:16,2025-02-23 05:30:29
e326636e-cd35-45df-be9f-a680becea349,784e489b-f1ce-4767-bbf0-0b6d0ca6e226,android,OnePlus 9,Android 13,4.6.18,1b5bb81625aa85c56201f6e6,True,2025-09-27 17:14:00,2025-10-17 16:03:32,2025-09-27 17:14:00
d7e9f4d1-0149-405a-8b16-92c9bf72897a,784e489b-f1ce-4767-bbf0-0b6d0ca6e226,ios,iPhone 12,iOS 15.4,5.8.0,fdca653d52e7115129dcccd1,True,2024-01-17 23:47:39,2025-08-02 17:44:18,2024-01-17 23:47:39
d51c8393-c081-4866-9d10-127ba1ed0eaf,cd1e2ab9-ecbe-43e1-a233-df51d31ec94c,web,Firefox,Firefox 116,1.7.1,ff96aaf840c290dd77dfd80f,True,2025-06-19 02:27:07,2025-12-12 18:40:26,2025-06-19 02:27:07
640df393-d352-4b94-9278-a4064d3fb5cf,cd1e2ab9-ecbe-43e1-a233-df51d31ec94c,android,Huawei P40,Android 12,3.5.20,4c6bb700390336f69aa9159d,True,2025-10-21 23:24:46,2025-11-29 21:44:48,2025-10-21 23:24:46
d5957872-4e11-4a8a-8b19-782de7ef7ac7,09daed4c-da09-4309-a836-38904c6211de,android,Samsung Galaxy S21,Android 14,1.9.6,a56df2dd0b4290443273fbc8,True,2025-08-15 02:59:11,2025-11-28 06:10:28,2025-08-15 02:59:11
16fa6033-cee9-4aca-8a64-5d6beb25628f,09daed4c-da09-4309-a836-38904c6211de,ios,iPhone 13,iOS 17.4,1.2.17,f6bbe66e1c0160680e1ff698,True,2025-07-12 07:48:03,2026-01-29 17:34:33,2025-07-12 07:48:03
64e472be-168a-4d41-894d-98cebc74f764,5665ed2c-69aa-4768-957b-27cfe9a3d9c8,android,Samsung Galaxy S22,Android 12,3.5.16,8048c64b1835d49de0b33230,True,2025-08-19 17:11:20,2025-11-15 03:01:45,2025-08-19 17:11:20
5456f028-3864-40bc-ab60-295a5567e339,d910ea07-edcd-4120-bef2-1dee520be547,web,Safari,Safari 16.3,5.2.6,56558827c66d9c1ab3bf8c75,True,2025-12-18 14:46:06,2025-12-21 07:12:33,2025-12-18 14:46:06
86641ef0-2fb3-4352-b8c9-28671129e3c2,d910ea07-edcd-4120-bef2-1dee520be547,android,Xiaomi Mi 11,Android 12,3.7.17,f7779a69ed8c9136695e346e,True,2025-03-25 13:30:51,2025-04-03 09:06:14,2025-03-25 13:30:51
ead60697-93e4-4d0a-9b25-406e5827e496,c6a70cad-2481-4ba2-85d1-31d913f587ce,android,Samsung Galaxy S22,Android 14,2.4.8,7743cec29b4fef71436cf719,True,2026-02-28 19:13:05,2026-03-03 23:43:47,2026-02-28 19:13:05
e04f3508-a5d8-4b7b-8577-ee2b9c824a99,2e5ce170-87e7-456c-9518-6d7254dd85d6,web,Chrome,Chrome 116,2.0.0,543aa30dfe4e86f12be6eaf5,True,2025-08-26 21:45:30,2025-10-02 20:00:38,2025-08-26 21:45:30
9f0795cd-cd8f-4041-aaec-bf2665f817e0,60bca671-5595-453e-991c-f7aaa5e9f247,web,Safari,Safari 16.2,2.4.12,a5a46561a8fd696a6d18bd2f,True,2025-05-29 06:39:43,2026-01-21 10:33:50,2025-05-29 06:39:43
9987d2ed-78b4-4642-81ac-8d76554e20f9,60bca671-5595-453e-991c-f7aaa5e9f247,android,Xiaomi Mi 11,Android 14,1.9.4,66fdf0f907f5c2782d9f5f6d,True,2025-06-13 15:19:49,2025-07-08 02:56:22,2025-06-13 15:19:49
8ce7e0db-1094-43b0-be4d-eb35ef4163fe,550931d4-75f4-48af-9ad8-b542d2c5dcff,android,Samsung Galaxy S21,Android 14,1.0.8,587c4e8689236e7e2018d2e2,True,2026-02-21 20:36:21,2026-02-24 01:58:41,2026-02-21 20:36:21
13eec7fd-b150-4e4a-b612-7b84e7a76b5d,550931d4-75f4-48af-9ad8-b542d2c5dcff,android,Huawei P40,Android 12,1.3.14,7af4a9ee423f5662527dd51e,True,2024-05-18 11:53:12,2025-11-07 08:40:37,2024-05-18 11:53:12
c81f17d7-0180-4b05-bf46-d97b1a32f75d,550931d4-75f4-48af-9ad8-b542d2c5dcff,android,Huawei P40,Android 14,5.7.5,0f8a681790ce4d362af0fa18,False,2024-07-10 00:08:46,2025-05-10 15:34:30,2024-07-10 00:08:46
a6a00f3a-d6a5-41c3-bf2e-7571b9d72f62,85f49eb7-9508-4ee0-a362-fc7ac5c5a356,android,OnePlus 9,Android 12,4.1.2,bc908e1be5cd2931be30a6fb,True,2024-07-19 23:29:27,2024-09-22 05:15:09,2024-07-19 23:29:27
d1bc263f-9cc4-4a47-8fe8-7e80a4dd6579,61e25ef8-252d-475f-bf95-78f6a5a3d831,ios,iPhone 14,iOS 15.1,3.4.19,51b3a07adc1c2753809d800b,True,2025-07-29 01:39:36,2025-12-27 02:23:41,2025-07-29 01:39:36
8d8db0e8-8e26-4f41-8bc2-bb354a7ca754,61e25ef8-252d-475f-bf95-78f6a5a3d831,ios,iPhone 14,iOS 16.1,1.2.6,c2cb8a59de86620ad3b4be8a,True,2024-11-07 22:32:08,2025-08-31 18:44:14,2024-11-07 22:32:08
7f44fbcb-d082-4893-b81b-b36f018da7dc,61e25ef8-252d-475f-bf95-78f6a5a3d831,android,Samsung Galaxy S21,Android 12,2.3.2,06ccad2c1a46cd3bdf47ed49,True,2025-05-20 20:43:59,2025-10-14 08:15:53,2025-05-20 20:43:59
fe851ffb-1292-472f-a923-3ae396600f84,909bea60-b9fa-47b6-b37a-661fa155587d,android,Samsung Galaxy S21,Android 13,1.4.1,b6790102a8929c352f5fe8a7,False,2024-09-09 03:08:19,2025-10-22 07:34:31,2024-09-09 03:08:19
86236d3b-9bb1-46d5-9816-71fa3a72e4a8,909bea60-b9fa-47b6-b37a-661fa155587d,android,Huawei P40,Android 14,5.9.16,a93dd9fd1393849ea8322700,True,2024-05-28 23:41:30,2024-07-24 02:18:57,2024-05-28 23:41:30
60939939-b8f5-4cd4-b009-a381397ab39d,909bea60-b9fa-47b6-b37a-661fa155587d,ios,iPhone 13,iOS 15.4,4.4.8,92c206437245bfca06961617,True,2025-01-10 01:29:19,2025-11-28 07:08:00,2025-01-10 01:29:19
7f20d405-a8b8-4d71-9e89-6fe146f49178,0d1bcf09-8ef6-47c9-8bc8-9366e5e67c41,ios,iPhone 15,iOS 14.0,2.7.0,f05e828532e4ded6d60c173f,True,2025-08-22 19:03:48,2025-12-25 14:21:58,2025-08-22 19:03:48
acdee788-49e0-4489-b747-068ceca5d175,c4d1bb8a-dafd-4e20-903b-45960a79456f,web,Firefox,Firefox 125,2.3.6,e519b4bf114d5ccb4003db41,False,2025-02-09 13:47:18,2026-01-15 16:58:49,2025-02-09 13:47:18
0784920c-b37a-4772-9d58-76e2dd2dbc74,ae20df6a-33df-4912-88df-052a28c8cf26,ios,iPhone 15,iOS 17.1,1.4.14,491849e762f897b2561b205d,True,2025-07-04 21:57:30,2025-12-04 01:32:24,2025-07-04 21:57:30
bfb3d8b6-981d-437a-b389-968541087599,c583871b-ecdf-4ec9-9782-89d61a21b218,android,Samsung Galaxy S21,Android 12,5.4.6,02df861964861e53dd02ed1f,True,2025-07-14 05:12:59,2026-02-08 10:20:54,2025-07-14 05:12:59
450e77a5-1bc3-440e-93e1-1c1786d8311b,c2d960e5-56b3-4d8a-9962-9751b5162306,android,Samsung Galaxy S22,Android 14,1.5.1,8cd7d95107742cdde01e7a38,True,2025-11-23 02:14:38,2025-11-23 07:19:45,2025-11-23 02:14:38
dee6fa45-cc06-4d3f-b83d-fb036b6895a9,c2d960e5-56b3-4d8a-9962-9751b5162306,ios,iPhone 12,iOS 15.5,4.3.10,0b5ab3e516eab1e9a83757a3,False,2025-11-02 03:57:11,2026-01-21 07:19:00,2025-11-02 03:57:11
e629b8f4-fbbf-4b96-82b0-f43b108c168a,53976d12-d1bf-4f54-8f30-d0831b4bf01a,android,Huawei P40,Android 12,5.4.3,7d21c4e6d1b02fc26140bdcf,True,2025-10-17 14:42:06,2025-10-24 02:10:34,2025-10-17 14:42:06
7be61c2a-866e-43fe-95f4-b3287bc66e74,53976d12-d1bf-4f54-8f30-d0831b4bf01a,ios,iPhone 14,iOS 15.1,4.9.2,eff774c0c5425b5d1cc6721f,True,2025-11-25 09:21:40,2026-02-24 02:04:04,2025-11-25 09:21:40
42d0695f-53a8-49c0-9ae8-a1729e15552d,5604ea9a-516f-4c0d-bc4a-ab107570a9af,android,Samsung Galaxy S21,Android 14,5.3.3,35cde7c36b45795486a9e9ac,True,2026-03-07 04:25:17,2026-03-09 04:56:04,2026-03-07 04:25:17
6c51d728-031f-4dce-9c64-8794115b3f95,ec394e67-ba9c-4f97-a28e-90702ae4e804,android,Xiaomi Mi 11,Android 12,5.1.19,6c24c5f5bcbab4b245ad5683,True,2025-02-24 22:22:53,2025-05-26 09:47:22,2025-02-24 22:22:53
098bf523-2d00-4ef4-87a6-6ca93a33d8a2,ec394e67-ba9c-4f97-a28e-90702ae4e804,android,Samsung Galaxy S22,Android 11,3.5.10,cce65d5ad7eccd8793c8bbca,True,2025-07-08 21:23:32,2025-10-04 11:49:21,2025-07-08 21:23:32
ee693f46-49ca-44b2-a9c0-360aa468aa44,a8dff8c1-a264-49e6-978d-c9e7e7ad693e,android,Huawei P40,Android 14,3.1.2,6d6d7f56dfe9b678f3091dd9,True,2025-11-08 09:55:38,2025-11-17 23:21:19,2025-11-08 09:55:38
1f748615-5f5f-4ec3-be7a-8d752b84986f,a8dff8c1-a264-49e6-978d-c9e7e7ad693e,ios,iPhone 12,iOS 14.5,2.9.10,dccc52ccc04e5e6f76dce089,True,2025-11-12 23:44:32,2026-01-23 21:33:31,2025-11-12 23:44:32
54a11faa-e6ed-476d-801d-b00a21378431,c82ca392-591d-4906-b3a7-d66ffd94c84c,web,Edge,Edge 121,1.6.1,28bed1bc2fd11ae30629a0fc,True,2025-09-25 19:34:25,2026-01-30 12:35:38,2025-09-25 19:34:25
ba4e6b32-afea-4761-9557-32a66cd1d4ba,e6a9aade-6823-4758-8065-d0bdf072cba8,android,Xiaomi Mi 11,Android 13,1.7.15,351405b9fccffe31ee673d02,True,2025-01-01 10:31:27,2025-09-02 20:34:27,2025-01-01 10:31:27
03905417-f05a-444d-b024-146ca3377339,e6a9aade-6823-4758-8065-d0bdf072cba8,android,Samsung Galaxy S22,Android 14,5.1.5,f8836dd0063dc553a718f8f1,True,2025-05-11 21:42:03,2025-12-02 07:10:56,2025-05-11 21:42:03
1be90d9b-32e4-432a-9efc-dc75c45e3179,54714b96-cc2f-413c-b486-8eca6ad5d7ff,android,Samsung Galaxy S22,Android 12,1.2.6,7409ce239b990058b1dc2ca9,False,2025-05-14 21:50:18,2025-12-31 11:26:48,2025-05-14 21:50:18
94551255-f105-4d64-b79f-4b4226e09e31,5d046d5c-8da1-4270-ae19-2aa8158c6f20,android,OnePlus 9,Android 12,2.2.7,84a87be43650060d1fb1d16d,True,2025-07-10 21:38:21,2025-12-14 22:03:05,2025-07-10 21:38:21
cfb5b391-bc7b-49a8-9e03-369174630d46,dde2cf41-cc0d-41a9-9f3d-740099397dd9,ios,iPhone 14,iOS 17.1,2.1.5,da276a4877b129778dcc20c4,True,2026-02-23 23:49:41,2026-03-07 05:30:14,2026-02-23 23:49:41
2f99ed9e-bc89-408d-b1e0-88b4f04b204f,46fe8991-bde7-47eb-b40d-8eabbca26f0c,android,Xiaomi Mi 11,Android 11,3.3.16,0f551351111ae8b9e6946a8e,True,2025-09-10 01:04:37,2026-03-03 16:08:23,2025-09-10 01:04:37
ddc60be1-e1b8-49c7-a75d-9e1b8855499e,46fe8991-bde7-47eb-b40d-8eabbca26f0c,android,OnePlus 9,Android 11,5.1.9,27488f5346f7a4cbff8f3891,True,2024-11-29 17:00:09,2026-02-12 03:00:14,2024-11-29 17:00:09
105d7afc-687d-4940-889f-7165261cff21,46fe8991-bde7-47eb-b40d-8eabbca26f0c,android,OnePlus 9,Android 14,4.9.8,c67a873c2ef43437a2f2c1b4,True,2024-03-15 00:41:53,2025-01-08 06:30:39,2024-03-15 00:41:53
f0fc2026-3782-4eb0-b025-19234fdfecee,04f01485-f92a-4096-bd74-f21cc23e01ee,ios,iPhone 14,iOS 15.1,4.8.15,977375bf97e17a4eb67f93d1,True,2025-02-15 22:40:09,2026-01-05 01:47:28,2025-02-15 22:40:09
27d9921d-bcf9-482e-b3ba-e9736dbe8433,e5bb2e75-7cc5-455c-b5f1-beccdb9e32af,ios,iPhone 13,iOS 17.1,3.4.1,196754b452d11d19744dc039,False,2025-04-11 01:12:02,2025-05-05 06:27:28,2025-04-11 01:12:02
924f225a-1e29-4091-9645-2ab5f5d0e82b,e5bb2e75-7cc5-455c-b5f1-beccdb9e32af,android,Huawei P40,Android 13,1.5.17,365af09742ee5b840a3f54f1,True,2024-01-03 20:38:39,2025-07-20 05:41:46,2024-01-03 20:38:39
1724f129-3e69-4fb6-98f4-06ac9f6c21a6,8de92119-cd14-4235-9e16-343b1f226157,android,Xiaomi Mi 11,Android 14,5.9.14,969521d482923a84dcaf0818,True,2025-04-16 16:18:16,2025-05-18 10:03:23,2025-04-16 16:18:16
0113b92d-e36c-4fdf-afd1-2c37353ef72d,8de92119-cd14-4235-9e16-343b1f226157,android,Samsung Galaxy S22,Android 12,4.3.9,d1d0d6d26f3d488a64e72948,True,2025-11-26 06:13:12,2025-12-24 22:57:18,2025-11-26 06:13:12
4b874636-adbf-4d59-a773-c7f3d24586fa,b0d4a861-16e8-434e-b6ca-296d2f7969e5,android,Samsung Galaxy S21,Android 12,2.4.11,777a88392222b0525224e604,True,2025-12-24 03:38:35,2026-01-24 23:31:56,2025-12-24 03:38:35
f2c4865f-54a4-4384-bc6b-c1fbae882bab,6a08917c-ee43-4130-bcdf-25ed2b9c9fb4,android,OnePlus 9,Android 12,3.0.1,0c362cb925914d4bb90ba4f9,True,2025-05-08 03:36:03,2025-05-11 11:49:17,2025-05-08 03:36:03
6cab71cf-0ebd-4412-96a2-0f73b62684c8,e05d2bdf-fc10-4de0-9274-e87d403b12ad,ios,iPhone 14,iOS 17.1,2.4.8,faea12be2a8665f8bedc874f,True,2025-11-23 15:32:56,2026-01-26 08:25:38,2025-11-23 15:32:56
18e7cb1b-5255-4149-9d8d-5a378fd29625,3c3b93a8-5698-49a4-a2e9-661f8015bbae,android,Samsung Galaxy S21,Android 14,4.6.15,dba41268e0fd81da2926dde4,True,2025-09-10 19:06:14,2026-01-18 22:43:27,2025-09-10 19:06:14
08932de5-b16f-4474-be01-54b02271db92,3c3b93a8-5698-49a4-a2e9-661f8015bbae,android,Samsung Galaxy S21,Android 12,3.8.0,2cd1aad941da543971886bb1,True,2025-08-15 19:38:50,2026-01-21 19:32:57,2025-08-15 19:38:50
