payment_method_id,user_id,method_type,provider,last_four_digits,expiry_date,is_default,is_verified,is_active,added_at,created_at,updated_at
5c1d0147-083f-4da9-b3ff-cf4626540708,36728f69-c33d-4ffe-aa52-9abcfdb2db3c,credit_card,mada,2209,2029-12-05,True,True,True,2026-01-02 23:24:37,2026-01-02 23:24:37,2026-02-04 11:41:17
482b9bd8-76fe-4720-b443-b5b069c4766c,36728f69-c33d-4ffe-aa52-9abcfdb2db3c,credit_card,mastercard,1764,2028-02-06,False,True,True,2026-01-26 16:08:25,2026-01-26 16:08:25,2026-03-03 19:10:17
293cdcb0-8bbb-4e2f-9ea2-19bd9e9f18c5,48975914-d6aa-426f-9eff-193410970fe9,debit_card,visa,5959,2027-08-22,True,True,True,2025-10-02 02:57:46,2025-10-02 02:57:46,2026-01-27 12:51:36
9863e13f-063e-4960-b6e8-ba1be7d34bf1,5a3af367-25bb-4eee-b2b0-91099734e220,wallet_balance,internal_wallet,,,True,True,True,2026-02-02 21:55:01,2026-02-02 21:55:01,2026-02-16 19:30:07
81cd09ab-c4cb-4b40-8af3-05fb6f605445,f8e5e3b6-0b74-4a0e-b452-e7160c14d267,bank_account,Bank_SA_10,2322,,True,True,True,2024-03-24 14:04:21,2024-03-24 14:04:21,2025-12-13 01:02:23
0b089b4a-b483-4fc8-891f-11d6f7b9de67,f8e5e3b6-0b74-4a0e-b452-e7160c14d267,debit_card,mada,7774,2029-07-13,False,True,True,2024-04-28 16:54:45,2024-04-28 16:54:45,2025-01-30 22:49:01
fae7bb73-cadb-462b-b846-90349554b1c1,989139cd-8d1e-4cee-a844-408142afc084,bank_account,Bank_EG_10,3288,,True,True,True,2026-02-19 03:00:19,2026-02-19 03:00:19,2026-02-20 02:22:15
d615f28f-1bcc-463a-bf70-169f99aa0855,989139cd-8d1e-4cee-a844-408142afc084,wallet_balance,internal_wallet,,,False,True,True,2026-02-14 09:26:12,2026-02-14 09:26:12,2026-02-21 23:18:36
37929df1-8779-4bdf-a64a-ec222f078f25,4d831bdc-1e92-4e62-955a-6c215daddc69,bank_account,Bank_EG_9,2084,,True,True,True,2025-10-15 02:55:31,2025-10-15 02:55:31,2025-12-30 21:59:08
fea17539-ff1d-4b27-bd43-cb081db78989,63d6525f-5342-49d4-ac6b-3917f2672631,credit_card,mada,6770,2028-04-11,True,True,True,2025-07-23 16:55:49,2025-07-23 16:55:49,2025-10-17 12:12:45
c69fcb7d-36d4-41ca-a972-4dec8ea65be8,63d6525f-5342-49d4-ac6b-3917f2672631,debit_card,mada,8527,2029-09-30,False,False,False,2023-11-01 20:09:33,2023-11-01 20:09:33,2024-09-18 12:53:43
c1ce58cd-443a-4e46-8e1b-9aacb491bdc6,20e7a496-f2e4-415f-a090-f668a0d21442,bank_account,Bank_EG_1,4101,,True,True,True,2025-02-11 09:18:49,2025-02-11 09:18:49,2025-08-18 21:33:29
ddc0869b-fcf8-4615-9f26-2907fb86f38a,20e7a496-f2e4-415f-a090-f668a0d21442,bank_account,Bank_EG_9,8908,,False,True,True,2024-11-04 22:55:20,2024-11-04 22:55:20,2026-02-16 17:21:07
1e61c5a5-bc4e-406f-9876-98c5fe87cb3e,1592fbba-c8a8-4444-b5b7-393a7217b750,credit_card,amex,8820,2031-02-09,True,True,True,2025-11-03 14:22:58,2025-11-03 14:22:58,2025-12-02 13:42:56
38d04493-f830-4c6a-9e1d-02e370cb5961,0ef7b7e0-8093-47e1-8117-56f61c69f95c,credit_card,meeza,4356,2029-01-21,True,True,True,2024-07-15 22:44:26,2024-07-15 22:44:26,2024-11-25 05:16:51
faccf069-ae23-4fb2-9f14-6675a7128956,0ef7b7e0-8093-47e1-8117-56f61c69f95c,wallet_balance,internal_wallet,,,False,True,True,2025-09-02 00:15:22,2025-09-02 00:15:22,2026-01-01 19:01:08
7e819afc-bf75-4298-abb9-de0e1c804531,7d2f62d7-c1e2-4f90-8979-2c9f4879cb5b,credit_card,mastercard,2782,2030-08-04,True,True,True,2026-01-06 10:35:46,2026-01-06 10:35:46,2026-01-13 16:26:16
9c9a7797-2e56-475e-8a8f-b0104d67dd6e,7d2f62d7-c1e2-4f90-8979-2c9f4879cb5b,bank_account,Bank_EG_7,6906,,False,True,True,2026-01-24 04:57:23,2026-01-24 04:57:23,2026-02-18 00:35:17
04f35006-9ed3-4944-97d8-d72f7934d8a7,7d2f62d7-c1e2-4f90-8979-2c9f4879cb5b,debit_card,mastercard,5389,2030-08-17,False,True,True,2026-02-27 20:16:35,2026-02-27 20:16:35,2026-03-03 03:55:09
f7a8636b-89b0-4d17-8fd9-b74b51ab9e50,e4e9d63a-d692-4a2a-a840-151fbccd9fb3,bank_account,Bank_EG_5,8294,,True,False,True,2025-05-28 16:32:55,2025-05-28 16:32:55,2025-11-13 20:45:19
730baec8-b732-4c2a-a3ce-4624aeaaecf8,e4e9d63a-d692-4a2a-a840-151fbccd9fb3,wallet_balance,internal_wallet,,,False,True,True,2025-03-03 12:38:05,2025-03-03 12:38:05,2026-02-23 05:29:17
59df505b-df03-40ed-beab-9870cb1a7f1b,d6e8df10-53ac-4516-acd5-5e63b05bd4b5,credit_card,mastercard,9523,2030-05-26,True,True,True,2023-06-02 08:34:57,2023-06-02 08:34:57,2026-01-01 12:39:22
343eeaad-c127-41aa-92cb-ad4fd6b2c6d2,23eb9bfa-a30b-4b3c-8cee-ff38b1008366,debit_card,visa,3781,2028-04-18,True,True,True,2026-02-03 12:54:26,2026-02-03 12:54:26,2026-02-26 10:36:20
2f7a800c-f870-4a09-9466-ee63c9287823,1b117d1f-8cc1-4213-839f-dd0ebab075be,credit_card,meeza,5310,2031-01-22,True,True,True,2025-11-05 12:06:44,2025-11-05 12:06:44,2026-01-05 16:05:10
95a942b0-b56d-4cc3-8d17-b6335a8a4add,1b117d1f-8cc1-4213-839f-dd0ebab075be,bank_account,Bank_EG_7,8566,,False,True,True,2026-02-07 18:07:15,2026-02-07 18:07:15,2026-02-08 20:01:28
1c187619-d53e-4d9f-9eae-506bbda790e9,1b117d1f-8cc1-4213-839f-dd0ebab075be,bank_account,Bank_EG_1,3975,,False,True,True,2025-07-26 13:09:17,2025-07-26 13:09:17,2025-10-28 22:15:40
7f28c2a2-cfb2-4c6b-b110-a062b6df9a32,e18b1384-eec3-477c-ad81-221ffe1728f1,credit_card,visa,8564,2028-01-26,True,True,True,2025-04-25 14:13:55,2025-04-25 14:13:55,2025-10-10 05:23:03
13132826-e27a-4abe-bbbb-c639400f31fd,2cb63a0f-368d-4955-bc79-e8a2c4d120f1,debit_card,visa,7375,2030-11-09,True,True,True,2025-07-30 01:20:43,2025-07-30 01:20:43,2025-10-09 12:29:55
d662ab8b-9833-4a66-91f0-eea535430d1c,9434a1e0-2d30-4e42-a224-b02ddba4f362,credit_card,visa,9376,2027-12-03,True,True,True,2025-12-10 23:20:12,2025-12-10 23:20:12,2025-12-30 06:17:10
9ab3ee72-a426-4f14-824a-f9d2c71e12d5,9434a1e0-2d30-4e42-a224-b02ddba4f362,credit_card,meeza,2708,2027-09-18,False,True,True,2024-05-13 01:27:53,2024-05-13 01:27:53,2024-08-27 04:59:21
5bb1637b-ab7e-4b96-974d-98151f32bda6,e62ca927-4603-4218-be5d-8ea15988b2df,credit_card,amex,2535,2030-04-11,True,True,True,2025-06-26 00:50:34,2025-06-26 00:50:34,2026-01-16 20:34:39
024467a6-9a24-4ae4-a286-9b9e2694c704,e62ca927-4603-4218-be5d-8ea15988b2df,credit_card,visa,6183,2028-11-02,False,True,True,2024-06-24 11:14:53,2024-06-24 11:14:53,2025-01-17 17:58:31
d8b0c23d-5b60-490f-a28d-5ee2179e8179,830f6cdc-dc62-45b9-8c23-877a4b67788e,wallet_balance,internal_wallet,,,True,True,True,2025-10-20 20:28:01,2025-10-20 20:28:01,2025-10-20 22:34:22
fe7b9665-a7c3-4158-81fb-38bfc5e721d6,830f6cdc-dc62-45b9-8c23-877a4b67788e,debit_card,mada,6851,2029-12-11,False,False,True,2025-02-13 02:26:11,2025-02-13 02:26:11,2025-07-23 21:50:56
472c9d03-8d4e-4223-a976-dfc647fdd764,830f6cdc-dc62-45b9-8c23-877a4b67788e,wallet_balance,internal_wallet,,,False,True,True,2025-01-01 05:13:24,2025-01-01 05:13:24,2025-10-15 00:30:56
80849b19-68d0-4573-8a7f-1ffea5c41048,312b4018-9917-46e8-bbfc-be88bacdec94,debit_card,mastercard,9193,2027-04-05,True,True,True,2025-07-15 23:50:56,2025-07-15 23:50:56,2025-08-01 04:34:10
47daad50-74c5-4c22-beb2-8e781a96ae81,3eb36ddf-89fb-4774-b7af-7d3f44ebd0d8,bank_account,Bank_AE_8,4953,,True,True,True,2024-07-04 18:41:11,2024-07-04 18:41:11,2024-11-22 12:06:42
6c919938-649a-407c-9e6d-55c1aae6c442,2c0ec47f-4750-44b1-9c31-3f36979f2e62,credit_card,mada,7129,2030-04-25,True,True,True,2025-12-27 15:34:22,2025-12-27 15:34:22,2026-02-13 07:38:48
695984bf-3acb-4bf7-b1a9-5c324854e2c8,2c0ec47f-4750-44b1-9c31-3f36979f2e62,debit_card,mastercard,2734,2028-01-10,False,True,True,2025-12-14 11:21:19,2025-12-14 11:21:19,2026-02-03 18:19:29
7d20c567-a928-4eed-a55f-31136fcb555c,a74ba5ad-f666-47d4-b6ad-f4fc93a9c9d4,credit_card,mastercard,3710,2029-02-05,True,True,True,2026-02-10 17:59:26,2026-02-10 17:59:26,2026-02-24 12:29:17
e18cf827-5efb-4e35-8887-926d8dd0baaf,eeb7e5fc-e24b-4acd-943e-4028a4b76de9,debit_card,visa,5831,2027-03-19,True,True,True,2023-11-30 17:52:41,2023-11-30 17:52:41,2024-08-28 18:54:34
acfba38a-6c1c-485e-bf43-788706c5a779,3abf32b4-73e7-4cb8-9762-a8c4a1ed9a8e,bank_account,Bank_AE_6,2669,,True,True,True,2026-02-05 02:33:51,2026-02-05 02:33:51,2026-02-12 09:59:15
d1615456-0b3f-4266-af71-f8e43d8c21cc,3abf32b4-73e7-4cb8-9762-a8c4a1ed9a8e,debit_card,mastercard,2489,2031-02-03,False,True,True,2025-10-14 13:51:50,2025-10-14 13:51:50,2025-12-19 06:39:17
6b6bbb03-500e-47ed-ac1c-4e7b38292a18,3abf32b4-73e7-4cb8-9762-a8c4a1ed9a8e,bank_account,Bank_AE_7,9293,,False,True,True,2025-11-19 08:07:03,2025-11-19 08:07:03,2025-11-28 09:41:19
f22df91a-02c2-439f-be0f-545ed0af9929,c17f50ca-d91b-41b3-b68c-1b7051301858,credit_card,meeza,9511,2030-11-26,True,True,True,2025-07-20 13:53:12,2025-07-20 13:53:12,2025-10-19 15:35:48
f53249f9-6f4d-4e19-bae4-d32c63c04d76,c17f50ca-d91b-41b3-b68c-1b7051301858,bank_account,Bank_EG_8,1371,,False,True,True,2025-09-28 15:14:14,2025-09-28 15:14:14,2025-10-10 12:36:49
6ffc4061-6815-41cb-ac7f-6c82a2c6f2a3,0277135c-1c21-4a9f-a6d6-1b18de54027f,credit_card,visa,8194,2028-10-12,True,True,True,2024-05-13 03:38:22,2024-05-13 03:38:22,2024-05-30 09:44:19
29628eca-285f-4d26-96be-87783cc659c0,0277135c-1c21-4a9f-a6d6-1b18de54027f,bank_account,Bank_EG_7,1966,,False,True,True,2024-03-20 11:10:37,2024-03-20 11:10:37,2024-11-10 14:26:29
bbf4a0d5-ea45-4fe5-b11f-5028dae72abe,eee7891d-0a85-4b98-a45d-0baa1402eb3e,bank_account,Bank_EG_7,8680,,True,True,True,2023-11-21 21:14:51,2023-11-21 21:14:51,2025-03-13 19:50:58
33f4b96a-5184-4cd4-acef-3190f597efd7,c5cb929c-e3be-4be7-a616-1ab231b6972f,credit_card,visa,4253,2028-03-09,True,True,True,2025-08-19 15:33:54,2025-08-19 15:33:54,2025-10-17 08:53:44
1df7a132-2231-4aac-8229-60a781224921,c5cb929c-e3be-4be7-a616-1ab231b6972f,debit_card,visa,3684,2029-07-05,False,True,True,2025-07-25 02:23:22,2025-07-25 02:23:22,2025-11-08 04:25:50
8b37ca87-1239-4fd3-835d-c8412666990f,83721c3d-9cec-4dcc-a33f-eb61a900e1e1,wallet_balance,internal_wallet,,,True,True,True,2026-01-14 10:35:27,2026-01-14 10:35:27,2026-01-22 06:38:34
1a0a47f6-69f4-4802-aa73-ea04c3d1aeca,83721c3d-9cec-4dcc-a33f-eb61a900e1e1,wallet_balance,internal_wallet,,,False,True,True,2025-12-23 16:22:12,2025-12-23 16:22:12,2026-02-09 09:04:29
9222bb2b-70a3-4604-b1f1-a82ffa114125,b4ce6e87-3616-4272-82c3-0d6da4fdd2e8,debit_card,mastercard,3189,2028-08-17,True,True,True,2025-11-30 04:34:41,2025-11-30 04:34:41,2025-12-05 06:10:19
9c05e39c-a781-4c0f-bb53-94e8022755e0,ff8f69f7-49a2-4faf-b2f4-586e49a6680e,bank_account,Bank_SA_5,5908,,True,True,True,2025-04-12 11:11:55,2025-04-12 11:11:55,2025-09-20 01:05:29
537e4023-36ac-4ac1-b8ad-35de9ca8d673,0da70090-b420-4709-99c3-4b29edf08b3e,bank_account,Bank_EG_5,1743,,True,True,True,2025-04-20 15:42:23,2025-04-20 15:42:23,2025-09-05 00:49:37
fdd412db-548e-43d5-a141-9ffa4ed39567,d56dabf9-7c91-49f5-b58d-0a4310444a43,debit_card,mastercard,1958,2031-01-10,True,True,True,2025-01-07 10:40:06,2025-01-07 10:40:06,2026-01-22 11:02:42
64e2f347-f047-4b45-a262-8917e8931176,d56dabf9-7c91-49f5-b58d-0a4310444a43,bank_account,Bank_AE_6,9522,,False,True,True,2025-08-24 11:02:32,2025-08-24 11:02:32,2025-09-20 13:52:05
aff16a16-dbe9-43e4-b5dd-8b073b3e7731,d56dabf9-7c91-49f5-b58d-0a4310444a43,wallet_balance,internal_wallet,,,False,True,True,2024-07-05 14:14:25,2024-07-05 14:14:25,2025-08-04 01:43:19
bd6e076c-6a04-489a-9dd8-5e6dc92a6b37,f4ff9776-559f-4644-b7d9-bee82d152126,wallet_balance,internal_wallet,,,True,True,True,2024-10-10 01:35:08,2024-10-10 01:35:08,2025-10-03 08:10:55
709ab169-bcf0-47a9-99e2-101a612c36b6,684049a5-c2e3-4534-b5a2-db4309894f17,debit_card,visa,4354,2029-12-12,True,True,True,2025-11-18 04:45:58,2025-11-18 04:45:58,2025-11-21 16:04:57
d0e70dc7-cec6-4424-8268-90968023787d,684049a5-c2e3-4534-b5a2-db4309894f17,bank_account,Bank_QA_5,1097,,False,True,True,2025-11-03 07:09:37,2025-11-03 07:09:37,2026-02-20 19:15:49
8bfad1ad-c173-4734-a8b1-9ea5504b33d9,684049a5-c2e3-4534-b5a2-db4309894f17,debit_card,visa,9721,2029-05-23,False,True,True,2025-01-21 03:50:47,2025-01-21 03:50:47,2025-09-01 13:38:23
96f5dfda-7e2a-4c9c-ab05-49cbcb84a051,35dcd542-ecc3-4ae2-91bd-8e7ca255b09d,credit_card,mada,7794,2030-07-03,True,True,True,2026-01-22 18:29:53,2026-01-22 18:29:53,2026-02-16 03:49:48
ff14a4ad-da24-42da-9231-6bc8e2c778c8,37f90f1e-aa91-49d5-b694-f31573ebdb89,wallet_balance,internal_wallet,,,True,True,True,2025-11-13 17:11:28,2025-11-13 17:11:28,2025-12-31 07:31:54
10e859be-afe9-4750-845d-bd5924057c07,37f90f1e-aa91-49d5-b694-f31573ebdb89,debit_card,visa,9589,2028-09-01,False,True,True,2025-12-25 20:23:48,2025-12-25 20:23:48,2026-01-11 01:20:34
63b8993e-c5e2-4fea-905b-8650ded6c15e,41964284-7416-4859-b095-5a84013cd3e4,credit_card,mastercard,8602,2029-02-19,True,True,False,2025-02-20 07:30:07,2025-02-20 07:30:07,2025-10-06 13:28:40
2aa05664-9e42-4c63-9f75-ad764f3c5698,41964284-7416-4859-b095-5a84013cd3e4,wallet_balance,internal_wallet,,,False,False,True,2025-03-21 16:04:06,2025-03-21 16:04:06,2025-12-07 05:38:56
b96bfe25-2022-492d-a824-316e4f7387d1,41964284-7416-4859-b095-5a84013cd3e4,credit_card,visa,2069,2029-02-14,False,True,True,2026-02-11 11:31:30,2026-02-11 11:31:30,2026-02-22 15:48:08
d873d370-bbcd-4429-973b-cd36c5eedd33,8642459a-7a96-4b32-a6d5-60b76d89eb66,wallet_balance,internal_wallet,,,True,True,True,2024-12-23 10:36:35,2024-12-23 10:36:35,2026-02-19 16:39:47
b7967708-1c7a-4568-808c-c236eda56183,f9b907e5-89e3-4608-a7be-8006b6131a4d,debit_card,visa,7119,2030-02-01,True,False,True,2023-11-02 02:50:33,2023-11-02 02:50:33,2024-08-22 03:54:47
5761d199-ba37-463b-8e7f-0f4af3b7cc66,b3975e77-a8da-4350-b992-f67e4aa4462f,debit_card,mada,4135,2030-09-04,True,True,True,2025-10-04 21:14:46,2025-10-04 21:14:46,2025-10-12 19:47:22
77f67975-da6f-4cf6-a67b-a5db1f00d128,adedd690-4975-49d2-a0c5-a611731871ef,credit_card,mastercard,3090,2030-06-14,True,True,True,2024-06-13 15:18:32,2024-06-13 15:18:32,2025-08-08 19:38:15
c0dc44ca-f81f-4a7e-86dc-64fe056db7ed,7be5f44e-15f2-453b-afb5-ed68c0ab4204,wallet_balance,internal_wallet,,,True,True,True,2025-02-14 07:06:06,2025-02-14 07:06:06,2025-07-13 07:28:35
25942c17-1663-4f11-834c-a174a54113cb,7be5f44e-15f2-453b-afb5-ed68c0ab4204,credit_card,amex,3417,2027-06-18,False,True,True,2025-08-19 12:09:47,2025-08-19 12:09:47,2025-09-30 20:26:24
a4ae2b59-32f1-47ec-9aff-f3e7b6cdef6e,7be5f44e-15f2-453b-afb5-ed68c0ab4204,bank_account,Bank_AE_10,3101,,False,True,True,2025-12-19 06:40:03,2025-12-19 06:40:03,2026-02-07 20:21:59
6d81ceb3-0e0b-4379-93d5-0235a72af4b1,30797829-d979-4cad-9779-d2025c38c5e1,bank_account,Bank_EG_10,5786,,True,True,True,2026-02-05 16:49:03,2026-02-05 16:49:03,2026-02-28 20:56:02
abda5022-8427-4035-93c5-ac326875d1d4,805df4b8-7bb7-43e7-a076-72d8f6f19324,wallet_balance,internal_wallet,,,True,True,True,2025-12-04 01:50:26,2025-12-04 01:50:26,2026-02-14 08:15:40
ae350f5b-c19b-4fd6-a1f4-376e7ca582a8,805df4b8-7bb7-43e7-a076-72d8f6f19324,debit_card,amex,9879,2030-07-14,False,True,True,2025-03-06 22:07:54,2025-03-06 22:07:54,2025-10-17 13:47:02
2ec5e406-4f97-43d3-bde0-ce36d1ab3637,34a9a7e6-23b7-4539-b4b4-fde4ca9c17a5,debit_card,visa,3482,2028-06-30,True,False,True,2025-08-03 08:39:01,2025-08-03 08:39:01,2025-10-21 22:10:31
4845f73d-271d-40d0-a43d-f24021af730e,acd888d2-87a8-46da-bc6b-e6dfcae1fd70,bank_account,Bank_SA_8,8546,,True,True,True,2026-02-24 00:52:02,2026-02-24 00:52:02,2026-03-03 17:06:04
158659d3-ac54-4271-9e7b-0ff16a13a789,acd888d2-87a8-46da-bc6b-e6dfcae1fd70,credit_card,visa,4006,2027-07-24,False,True,True,2025-10-24 18:20:06,2025-10-24 18:20:06,2026-02-01 06:15:13
3d83f082-e868-4c3c-8239-311e654e699a,418814a1-6759-4e70-baab-8cc944cc57c4,credit_card,meeza,7685,2030-08-11,True,True,True,2025-07-08 04:08:17,2025-07-08 04:08:17,2025-12-12 11:45:10
059a6258-a2d5-475e-82b7-fc3c1acfcecd,418814a1-6759-4e70-baab-8cc944cc57c4,bank_account,Bank_EG_5,7463,,False,True,True,2025-07-29 17:35:27,2025-07-29 17:35:27,2026-02-24 01:21:25
2dce5144-6681-4154-b8ba-c17147862e84,418814a1-6759-4e70-baab-8cc944cc57c4,bank_account,Bank_EG_9,5402,,False,True,True,2025-08-19 23:44:42,2025-08-19 23:44:42,2025-10-01 05:49:31
7e944a58-85ff-48ad-8c27-6369df08db3b,21b4a0da-c96b-4217-83e7-344f853aad0a,bank_account,Bank_AE_2,1556,,True,True,True,2026-02-06 09:36:04,2026-02-06 09:36:04,2026-02-10 22:09:51
09b34bf5-d3fa-45e3-960d-8f4b11892e96,21b4a0da-c96b-4217-83e7-344f853aad0a,wallet_balance,internal_wallet,,,False,True,True,2026-02-13 21:38:51,2026-02-13 21:38:51,2026-03-01 00:14:11
6f7157b9-2e30-4143-9562-39d667e550bf,f3575d40-ffb8-45ad-87ed-72bc0dc35972,debit_card,mada,1651,2030-05-02,True,True,True,2025-12-28 11:42:19,2025-12-28 11:42:19,2026-02-01 11:47:57
b990b873-2931-410f-aa8f-d052b5cfce8c,d94f98b4-f3c9-49aa-8d85-eebbe1acf5a4,debit_card,mastercard,6419,2027-05-21,True,True,True,2025-04-06 15:05:44,2025-04-06 15:05:44,2025-11-18 23:29:54
34f24cf3-6c91-4435-9d6b-a8a607e27e08,d94f98b4-f3c9-49aa-8d85-eebbe1acf5a4,wallet_balance,internal_wallet,,,False,False,True,2024-01-06 23:53:39,2024-01-06 23:53:39,2025-09-06 17:23:51
183ea235-9621-4ab6-9d7a-bc3d0fc143c5,6e8f20ef-32e8-4e65-9d32-6fbc5de0f14e,debit_card,mastercard,5025,2029-11-12,True,True,True,2026-01-17 11:02:42,2026-01-17 11:02:42,2026-01-30 11:11:13
a1a7e881-fe8b-4155-ac4f-10b7d229c377,6e8f20ef-32e8-4e65-9d32-6fbc5de0f14e,debit_card,visa,9649,2028-04-02,False,True,True,2024-10-11 03:38:12,2024-10-11 03:38:12,2025-05-24 04:30:59
e98fae34-8fcc-407e-96e5-82d211abe08d,1b877a97-b1cd-4c71-8a11-dd7d94a7d831,credit_card,visa,9845,2028-01-22,True,True,True,2025-02-05 14:36:54,2025-02-05 14:36:54,2025-09-26 05:57:34
9f3167da-f20a-4b46-b455-551d03658f6a,1b877a97-b1cd-4c71-8a11-dd7d94a7d831,bank_account,Bank_EG_6,9877,,False,True,True,2025-01-21 06:19:50,2025-01-21 06:19:50,2025-12-29 08:57:00
2e99d0e5-dc22-49fd-981c-9d04e475d10e,1b877a97-b1cd-4c71-8a11-dd7d94a7d831,wallet_balance,internal_wallet,,,False,True,True,2024-10-14 00:05:44,2024-10-14 00:05:44,2024-11-25 13:06:09
6ac8e506-debc-4cab-afaa-929df5371409,467debac-dc9d-4507-ba2e-ffc3363a8d0b,credit_card,mastercard,3789,2027-10-31,True,False,True,2026-02-04 10:02:53,2026-02-04 10:02:53,2026-02-27 16:56:20
6a582923-e82f-4dbc-9f33-79c3ae53615b,467debac-dc9d-4507-ba2e-ffc3363a8d0b,bank_account,Bank_SA_1,8682,,False,True,True,2024-11-11 04:11:39,2024-11-11 04:11:39,2024-12-02 13:16:21
